Grade,Term,Year,Size,FICO_Bucket,Loan_Count,Total_Volume,Avg_Int_Rate,Default_Rate,Avg_DTI
C,36,2010,Standard (<30k),Subprime,36,124225.0,14.141944444444444,0.2222222222222222,15.6175
C,36,2010,Standard (<30k),Near-Prime,1655,13624850.0,13.559963746223566,0.1299093655589124,13.876090634441088
C,36,2010,Standard (<30k),Prime,360,4943425.0,13.297666666666666,0.15,12.24413888888889
C,36,2010,Standard (<30k),Super-Prime,19,271500.0,13.358947368421052,0.15789473684210525,6.830526315789474
C,36,2010,Whale (30k+),Subprime,0,0.0,,,
C,36,2010,Whale (30k+),Near-Prime,0,0.0,,,
C,36,2010,Whale (30k+),Prime,0,0.0,,,
C,36,2010,Whale (30k+),Super-Prime,0,0.0,,,
C,36,2011,Standard (<30k),Subprime,92,373100.0,14.973260869565218,0.20652173913043478,16.57108695652174
C,36,2011,Standard (<30k),Near-Prime,1837,14912275.0,13.917087642896025,0.1562329885683179,14.097572128470333
C,36,2011,Standard (<30k),Prime,220,3067275.0,13.555909090909092,0.1318181818181818,12.405
C,36,2011,Standard (<30k),Super-Prime,15,208500.0,13.779333333333334,0.2,9.645333333333333
C,36,2011,Whale (30k+),Subprime,0,0.0,,,
C,36,2011,Whale (30k+),Near-Prime,0,0.0,,,
C,36,2011,Whale (30k+),Prime,34,1154700.0,14.121764705882352,0.11764705882352941,14.033823529411764
C,36,2011,Whale (30k+),Super-Prime,5,175000.0,13.166,0.0,12.016
C,36,2012,Standard (<30k),Subprime,541,3182800.0,15.9781146025878,0.18299445471349354,16.987948243992605
C,36,2012,Standard (<30k),Near-Prime,8643,95663250.0,15.204311003123918,0.1779474719426125,17.279633229202823
C,36,2012,Standard (<30k),Prime,493,8212925.0,14.849432048681543,0.16024340770791076,16.109918864097363
C,36,2012,Standard (<30k),Super-Prime,22,232475.0,15.316363636363635,0.09090909090909091,12.896818181818183
C,36,2012,Whale (30k+),Subprime,10,320225.0,15.849,0.3,17.884999999999998
C,36,2012,Whale (30k+),Near-Prime,67,2240350.0,15.31,0.13432835820895522,17.6055223880597
C,36,2012,Whale (30k+),Prime,123,4105300.0,15.548211382113822,0.07317073170731707,15.084065040650406
C,36,2012,Whale (30k+),Super-Prime,3,100000.0,15.963333333333333,0.3333333333333333,12.303333333333333
C,36,2013,Standard (<30k),Subprime,2626,26452350.0,15.53093678598629,0.16945925361766945,16.609428789032748
C,36,2013,Standard (<30k),Near-Prime,17304,186814775.0,15.3908448913546,0.15742024965325938,17.95315302820157
C,36,2013,Standard (<30k),Prime,2854,30667250.0,15.193878766643309,0.1334968465311843,18.344838822704975
C,36,2013,Standard (<30k),Super-Prime,194,1881575.0,15.247525773195877,0.0979381443298969,13.237113402061855
C,36,2013,Whale (30k+),Subprime,64,2095975.0,15.841875,0.15625,16.82421875
C,36,2013,Whale (30k+),Near-Prime,1125,37290025.0,15.51255111111111,0.12622222222222224,17.36872888888889
C,36,2013,Whale (30k+),Prime,489,16415450.0,15.230797546012269,0.11042944785276074,17.543087934560326
C,36,2013,Whale (30k+),Super-Prime,37,1242825.0,15.334324324324324,0.05405405405405406,12.214594594594594
C,36,2014,Standard (<30k),Subprime,6208,60378200.0,14.149635953608248,0.18331185567010308,17.122277706185567
C,36,2014,Standard (<30k),Near-Prime,29629,315420600.0,14.074115224948532,0.1760774916466975,18.598820749940934
C,36,2014,Standard (<30k),Prime,5120,57390700.0,13.940994140625,0.1544921875,19.853083984374997
C,36,2014,Standard (<30k),Super-Prime,352,3573750.0,13.813039772727274,0.14204545454545456,15.79627840909091
C,36,2014,Whale (30k+),Subprime,127,4193375.0,14.462755905511811,0.14960629921259844,16.350078740157482
C,36,2014,Whale (30k+),Near-Prime,1795,59905800.0,14.271738161559888,0.14206128133704735,16.88859610027855
C,36,2014,Whale (30k+),Prime,753,25410000.0,13.965763612217795,0.12749003984063745,17.574953519256308
C,36,2014,Whale (30k+),Super-Prime,58,1952125.0,13.82948275862069,0.1206896551724138,12.02258620689655
C,36,2015,Standard (<30k),Subprime,10723,105547825.0,13.294052970250863,0.21327986570922317,18.629417140725543
C,36,2015,Standard (<30k),Near-Prime,50877,539179300.0,13.24232226742929,0.19942213573913556,19.810675957229343
C,36,2015,Standard (<30k),Prime,10553,119900600.0,13.159833222780252,0.16412394579740358,20.82273571496257
C,36,2015,Standard (<30k),Super-Prime,896,9408175.0,13.160189732142857,0.17075892857142858,17.09390625
C,36,2015,Whale (30k+),Subprime,333,11095025.0,13.322432432432432,0.21921921921921922,16.757957957957956
C,36,2015,Whale (30k+),Near-Prime,2716,90575075.0,13.35418998527246,0.16568483063328424,18.032897643593518
C,36,2015,Whale (30k+),Prime,1233,41425475.0,13.233414436334144,0.1630170316301703,18.454136253041362
C,36,2015,Whale (30k+),Super-Prime,126,4232075.0,13.29888888888889,0.1746031746031746,14.823650793650794
C,36,2016,Standard (<30k),Subprime,11712,117255675.0,13.769746413934426,0.21217554644808742,18.41260865852617
C,36,2016,Standard (<30k),Near-Prime,57762,622805575.0,13.71689345936775,0.20276306222083723,19.675986805651753
C,36,2016,Standard (<30k),Prime,14606,165516800.0,13.633209639874025,0.17027249075722306,20.76346983496542
C,36,2016,Standard (<30k),Super-Prime,1394,15023125.0,13.62857962697274,0.14992826398852224,17.587575322812054
C,36,2016,Whale (30k+),Subprime,516,17098575.0,13.774728682170544,0.24612403100775193,17.91812015503876
C,36,2016,Whale (30k+),Near-Prime,4209,140819175.0,13.803036350677122,0.21311475409836064,19.036932034220534
C,36,2016,Whale (30k+),Prime,1870,63781800.0,13.70994652406417,0.17593582887700535,19.81368983957219
C,36,2016,Whale (30k+),Super-Prime,233,8018875.0,13.689442060085836,0.1888412017167382,14.378798283261803
C,36,2017,Standard (<30k),Subprime,8660,84290200.0,14.194558891454966,0.24815242494226328,18.410574234546505
C,36,2017,Standard (<30k),Near-Prime,43836,446873750.0,14.145710146911213,0.21947714207500685,19.388942404311685
C,36,2017,Standard (<30k),Prime,11412,119447675.0,14.0436926042762,0.19628461268839817,20.793200807442513
C,36,2017,Standard (<30k),Super-Prime,1080,10770775.0,14.041194444444445,0.19166666666666668,17.37822984244671
C,36,2017,Whale (30k+),Subprime,340,11247300.0,14.332911764705882,0.2411764705882353,18.69139053254438
C,36,2017,Whale (30k+),Near-Prime,3136,105805325.0,14.288485331632653,0.2531887755102041,20.55035143769968
C,36,2017,Whale (30k+),Prime,1241,42923725.0,14.156776792908946,0.20467365028203063,20.34245769540693
C,36,2017,Whale (30k+),Super-Prime,145,4942800.0,14.121379310344826,0.2827586206896552,15.69296551724138
C,36,2018,Standard (<30k),Subprime,3324,33891725.0,14.831820096269555,0.2915162454873646,17.71237951807229
C,36,2018,Standard (<30k),Near-Prime,20666,220705175.0,14.715336301171007,0.2663795606309881,19.579338630747614
C,36,2018,Standard (<30k),Prime,6863,72732550.0,14.545114381465831,0.2456651610083054,22.771226814663354
C,36,2018,Standard (<30k),Super-Prime,478,5102125.0,14.366276150627614,0.28661087866108786,20.57752100840336
C,36,2018,Whale (30k+),Subprime,191,6226925.0,14.860942408376964,0.4031413612565445,17.853298429319373
C,36,2018,Whale (30k+),Near-Prime,1780,59216125.0,14.702129213483147,0.3595505617977528,21.476758893280632
C,36,2018,Whale (30k+),Prime,719,24402925.0,14.54991655076495,0.34075104311543813,22.02027972027972
C,36,2018,Whale (30k+),Super-Prime,86,2907175.0,14.447441860465117,0.4186046511627907,19.664823529411766
C,36,2019,Standard (<30k),Subprime,1000,9891075.0,15.95102,0.252,17.92600600600601
C,36,2019,Standard (<30k),Near-Prime,7094,71875800.0,15.747153932901043,0.22032703693261912,19.666439554238963
C,36,2019,Standard (<30k),Prime,2728,26844975.0,15.556326979472143,0.19648093841642228,22.565025792188653
C,36,2019,Standard (<30k),Super-Prime,271,2424350.0,15.48169741697417,0.24354243542435425,21.359518518518517
C,36,2019,Whale (30k+),Subprime,41,1363700.0,16.033658536585367,0.36585365853658536,17.939756097560974
C,36,2019,Whale (30k+),Near-Prime,525,17536525.0,15.702514285714285,0.29523809523809524,21.519904214559386
C,36,2019,Whale (30k+),Prime,280,9577125.0,15.518285714285714,0.3107142857142857,22.170931899641577
C,36,2019,Whale (30k+),Super-Prime,30,1031700.0,15.652999999999999,0.13333333333333333,21.432000000000002
C,36,2020,Standard (<30k),Subprime,63,597700.0,17.11857142857143,0.031746031746031744,16.4615873015873
C,36,2020,Standard (<30k),Near-Prime,348,3246825.0,17.10764367816092,0.005747126436781609,19.989827089337176
C,36,2020,Standard (<30k),Prime,154,1389300.0,16.800584415584414,0.006493506493506494,22.02025974025974
C,36,2020,Standard (<30k),Super-Prime,13,80825.0,16.36923076923077,0.0,16.46923076923077
C,36,2020,Whale (30k+),Subprime,5,162975.0,17.258,0.0,27.724
C,36,2020,Whale (30k+),Near-Prime,23,782425.0,16.39521739130435,0.043478260869565216,25.442173913043476
C,36,2020,Whale (30k+),Prime,5,177000.0,16.64,0.0,18.53
C,36,2020,Whale (30k+),Super-Prime,0,0.0,,,
C,60,2007,Standard (<30k),Subprime,0,0.0,,,
C,60,2007,Standard (<30k),Near-Prime,0,0.0,,,
C,60,2007,Standard (<30k),Prime,0,0.0,,,
C,60,2007,Standard (<30k),Super-Prime,0,0.0,,,
C,60,2007,Whale (30k+),Subprime,0,0.0,,,
C,60,2007,Whale (30k+),Near-Prime,0,0.0,,,
C,60,2007,Whale (30k+),Prime,0,0.0,,,
C,60,2007,Whale (30k+),Super-Prime,0,0.0,,,
C,60,2008,Standard (<30k),Subprime,0,0.0,,,
C,60,2008,Standard (<30k),Near-Prime,0,0.0,,,
C,60,2008,Standard (<30k),Prime,0,0.0,,,
C,60,2008,Standard (<30k),Super-Prime,0,0.0,,,
C,60,2008,Whale (30k+),Subprime,0,0.0,,,
C,60,2008,Whale (30k+),Near-Prime,0,0.0,,,
C,60,2008,Whale (30k+),Prime,0,0.0,,,
C,60,2008,Whale (30k+),Super-Prime,0,0.0,,,
C,60,2009,Standard (<30k),Subprime,0,0.0,,,
C,60,2009,Standard (<30k),Near-Prime,0,0.0,,,
C,60,2009,Standard (<30k),Prime,0,0.0,,,
C,60,2009,Standard (<30k),Super-Prime,0,0.0,,,
C,60,2009,Whale (30k+),Subprime,0,0.0,,,
C,60,2009,Whale (30k+),Near-Prime,0,0.0,,,
C,60,2009,Whale (30k+),Prime,0,0.0,,,
C,60,2009,Whale (30k+),Super-Prime,0,0.0,,,
C,60,2010,Standard (<30k),Subprime,0,0.0,,,
C,60,2010,Standard (<30k),Near-Prime,180,1195300.0,13.480888888888888,0.25555555555555554,15.216833333333334
C,60,2010,Standard (<30k),Prime,448,6812225.0,13.334754464285714,0.18973214285714285,13.5378125
C,60,2010,Standard (<30k),Super-Prime,31,476350.0,13.178064516129032,0.25806451612903225,8.54483870967742
C,60,2010,Whale (30k+),Subprime,0,0.0,,,
C,60,2010,Whale (30k+),Near-Prime,0,0.0,,,
C,60,2010,Whale (30k+),Prime,0,0.0,,,
C,60,2010,Whale (30k+),Super-Prime,0,0.0,,,
C,60,2011,Standard (<30k),Subprime,0,0.0,,,
C,60,2011,Standard (<30k),Near-Prime,308,2500925.0,14.038733766233767,0.2532467532467532,14.924025974025975
C,60,2011,Standard (<30k),Prime,1142,17971525.0,13.89122591943958,0.21541155866900175,15.421243432574432
C,60,2011,Standard (<30k),Super-Prime,131,2502100.0,13.482900763358778,0.183206106870229,10.801526717557252
C,60,2011,Whale (30k+),Subprime,0,0.0,,,
C,60,2011,Whale (30k+),Near-Prime,0,0.0,,,
C,60,2011,Whale (30k+),Prime,84,2742525.0,14.112142857142858,0.2261904761904762,15.251904761904763
C,60,2011,Whale (30k+),Super-Prime,74,2491475.0,13.788378378378379,0.1891891891891892,11.55418918918919
C,60,2012,Standard (<30k),Subprime,12,216000.0,16.249166666666667,0.16666666666666666,17.201666666666668
C,60,2012,Standard (<30k),Near-Prime,449,6873050.0,15.951002227171493,0.23162583518930957,18.30619153674833
C,60,2012,Standard (<30k),Prime,1188,22139150.0,15.218728956228954,0.23232323232323232,17.536902356902356
C,60,2012,Standard (<30k),Super-Prime,33,647200.0,14.862424242424243,0.2727272727272727,13.020303030303031
C,60,2012,Whale (30k+),Subprime,0,0.0,,,
C,60,2012,Whale (30k+),Near-Prime,35,1112700.0,16.752,0.22857142857142856,17.57857142857143
C,60,2012,Whale (30k+),Prime,194,6317375.0,15.512835051546391,0.18041237113402062,16.948247422680414
C,60,2012,Whale (30k+),Super-Prime,62,2056200.0,14.503709677419355,0.1774193548387097,12.304677419354839
C,60,2013,Standard (<30k),Subprime,459,7625100.0,16.205860566448802,0.2570806100217865,15.62115468409586
C,60,2013,Standard (<30k),Near-Prime,7708,141181150.0,15.90033212247016,0.22418266735858847,17.863382200311367
C,60,2013,Standard (<30k),Prime,3964,75793825.0,15.57502522704339,0.2081231079717457,19.386493440968717
C,60,2013,Standard (<30k),Super-Prime,213,3715625.0,15.482676056338027,0.18779342723004694,14.901408450704226
C,60,2013,Whale (30k+),Subprime,1,30000.0,15.22,0.0,13.67
C,60,2013,Whale (30k+),Near-Prime,298,9541150.0,16.505234899328862,0.2181208053691275,16.80953020134228
C,60,2013,Whale (30k+),Prime,701,23100675.0,16.02154065620542,0.16405135520684735,17.58203994293866
C,60,2013,Whale (30k+),Super-Prime,97,3243650.0,15.521752577319589,0.15463917525773196,13.839278350515464
C,60,2014,Standard (<30k),Subprime,1285,20315375.0,14.423486381322958,0.24202334630350195,16.900225680933854
C,60,2014,Standard (<30k),Near-Prime,11886,201320300.0,14.379528857479386,0.22875652027595492,18.073425037859668
C,60,2014,Standard (<30k),Prime,5998,111001650.0,14.194066355451817,0.20123374458152718,19.41159386462154
C,60,2014,Standard (<30k),Super-Prime,561,10372300.0,13.932905525846701,0.1711229946524064,16.94308377896613
C,60,2014,Whale (30k+),Subprime,48,1579850.0,14.138958333333333,0.2708333333333333,15.429791666666667
C,60,2014,Whale (30k+),Near-Prime,980,32072950.0,14.219173469387757,0.18775510204081633,18.055938775510203
C,60,2014,Whale (30k+),Prime,1543,51178775.0,14.20751134154245,0.15294880103694103,18.496260531432274
C,60,2014,Whale (30k+),Super-Prime,220,7450000.0,13.936863636363636,0.13636363636363635,14.991363636363635
C,60,2015,Standard (<30k),Subprime,2807,46057875.0,13.48613110081938,0.3163519771998575,18.084545778411115
C,60,2015,Standard (<30k),Near-Prime,19496,336689600.0,13.460801189987691,0.2843660237997538,19.552882642593353
C,60,2015,Standard (<30k),Prime,7789,142295225.0,13.37731672871999,0.24380536654256002,21.221529079471047
C,60,2015,Standard (<30k),Super-Prime,846,15539050.0,13.232056737588652,0.2186761229314421,19.27159574468085
C,60,2015,Whale (30k+),Subprime,146,4629775.0,13.780821917808218,0.2671232876712329,17.943013698630136
C,60,2015,Whale (30k+),Near-Prime,2726,89584300.0,13.379247982391783,0.22303741746148203,19.019666177549524
C,60,2015,Whale (30k+),Prime,2393,79633625.0,13.201115754283327,0.18428750522356874,19.679118261596322
C,60,2015,Whale (30k+),Super-Prime,341,11388350.0,13.131319648093841,0.21114369501466276,16.583695014662755
C,60,2016,Standard (<30k),Subprime,2153,35928050.0,14.043725034835113,0.34928007431490943,17.25675650557621
C,60,2016,Standard (<30k),Near-Prime,14042,243672375.0,14.081810283435408,0.3220338983050847,18.467076419058472
C,60,2016,Standard (<30k),Prime,6408,115198575.0,13.947228464419474,0.27091136079900124,19.810972373965974
C,60,2016,Standard (<30k),Super-Prime,894,15868250.0,13.83145413870246,0.22818791946308725,18.20052572706935
C,60,2016,Whale (30k+),Subprime,106,3385050.0,14.601698113207547,0.29245283018867924,16.002169811320755
C,60,2016,Whale (30k+),Near-Prime,1980,65283750.0,14.06729292929293,0.28585858585858587,18.491767676767676
C,60,2016,Whale (30k+),Prime,1573,53031550.0,13.825924984106802,0.2231404958677686,19.32246026700572
C,60,2016,Whale (30k+),Super-Prime,342,11708350.0,13.805029239766082,0.22514619883040934,15.633567251461988
C,60,2017,Standard (<30k),Subprime,1460,24065225.0,14.489390410958903,0.3595890410958904,17.34918956043956
C,60,2017,Standard (<30k),Near-Prime,13380,231314475.0,14.57363976083707,0.33639760837070254,19.25976648454457
C,60,2017,Standard (<30k),Prime,7672,137930775.0,14.271014077163713,0.29522940563086547,20.977604806059812
C,60,2017,Standard (<30k),Super-Prime,1208,21945200.0,13.95341059602649,0.277317880794702,19.863214285714285
C,60,2017,Whale (30k+),Subprime,174,5730025.0,14.514482758620689,0.47701149425287354,16.991666666666667
C,60,2017,Whale (30k+),Near-Prime,2685,91132600.0,14.604309124767225,0.3459962756052142,20.70083240014931
C,60,2017,Whale (30k+),Prime,2304,79807700.0,14.25900173611111,0.3051215277777778,21.841165724227924
C,60,2017,Whale (30k+),Super-Prime,480,16604975.0,14.048729166666668,0.33958333333333335,17.909624217118996
C,60,2018,Standard (<30k),Subprime,715,12029025.0,14.852993006993007,0.365034965034965,16.18739495798319
C,60,2018,Standard (<30k),Near-Prime,6436,112232500.0,14.801211932877564,0.336544437538844,18.783417938336967
C,60,2018,Standard (<30k),Prime,4840,86519575.0,14.59504132231405,0.3130165289256198,21.829263943603564
C,60,2018,Standard (<30k),Super-Prime,869,15810850.0,14.367019562715766,0.3486766398158803,22.618039443155453
C,60,2018,Whale (30k+),Subprime,151,5212225.0,14.857682119205299,0.46357615894039733,16.638344370860928
C,60,2018,Whale (30k+),Near-Prime,1920,67193125.0,14.735760416666666,0.40572916666666664,19.48316701680672
C,60,2018,Whale (30k+),Prime,1803,64056950.0,14.55646699944537,0.3732667775929007,20.838825820812467
C,60,2018,Whale (30k+),Super-Prime,352,12661150.0,14.386505681818182,0.4346590909090909,18.069742857142856
C,60,2019,Standard (<30k),Subprime,224,3693400.0,15.797187500000001,0.21875,17.53450892857143
C,60,2019,Standard (<30k),Near-Prime,2398,41280250.0,15.719011676396999,0.24186822351959966,20.197423672103724
C,60,2019,Standard (<30k),Prime,1986,34978600.0,15.506445115810674,0.2215508559919436,21.855472460838808
C,60,2019,Standard (<30k),Super-Prime,409,7148900.0,15.327799511002445,0.254278728606357,21.06277915632754
C,60,2019,Whale (30k+),Subprime,35,1183400.0,15.975714285714284,0.37142857142857144,18.379714285714286
C,60,2019,Whale (30k+),Near-Prime,680,23941550.0,15.740352941176472,0.25882352941176473,19.737241887905604
C,60,2019,Whale (30k+),Prime,613,21557150.0,15.495889070146818,0.27732463295269166,23.308505747126436
C,60,2019,Whale (30k+),Super-Prime,155,5542325.0,15.30109677419355,0.2967741935483871,25.426209150326798
C,60,2020,Standard (<30k),Subprime,16,314650.0,17.825,0.125,19.37125
C,60,2020,Standard (<30k),Near-Prime,102,1661075.0,16.989509803921568,0.0196078431372549,19.139607843137256
C,60,2020,Standard (<30k),Prime,105,1787650.0,16.716380952380952,0.009523809523809525,21.179230769230767
C,60,2020,Standard (<30k),Super-Prime,13,201850.0,16.274615384615384,0.0,24.71076923076923
C,60,2020,Whale (30k+),Subprime,2,63325.0,16.535,0.0,13.870000000000001
C,60,2020,Whale (30k+),Near-Prime,28,958975.0,16.625,0.0,32.38392857142857
C,60,2020,Whale (30k+),Prime,23,789025.0,16.124347826086957,0.0,15.708260869565219
C,60,2020,Whale (30k+),Super-Prime,6,217500.0,15.505,0.0,16.56833333333333
D,36,2007,Standard (<30k),Subprime,46,223350.0,12.70021739130435,0.30434782608695654,8.182391304347826
D,36,2007,Standard (<30k),Near-Prime,44,425625.0,12.387954545454546,0.2727272727272727,13.62340909090909
D,36,2007,Standard (<30k),Prime,8,118575.0,12.526250000000001,0.5,19.615000000000002
D,36,2007,Standard (<30k),Super-Prime,1,25000.0,13.12,1.0,25.03
D,36,2007,Whale (30k+),Subprime,0,0.0,,,
D,36,2007,Whale (30k+),Near-Prime,0,0.0,,,
D,36,2007,Whale (30k+),Prime,0,0.0,,,
D,36,2007,Whale (30k+),Super-Prime,0,0.0,,,
D,36,2008,Standard (<30k),Subprime,146,786250.0,13.481027397260274,0.2054794520547945,11.138287671232877
D,36,2008,Standard (<30k),Near-Prime,238,2552625.0,13.293697478991596,0.29411764705882354,15.70936974789916
D,36,2008,Standard (<30k),Prime,32,364450.0,13.397499999999999,0.3125,21.4928125
D,36,2008,Standard (<30k),Super-Prime,3,56000.0,12.863333333333332,0.3333333333333333,25.246666666666666
D,36,2008,Whale (30k+),Subprime,0,0.0,,,
D,36,2008,Whale (30k+),Near-Prime,0,0.0,,,
D,36,2008,Whale (30k+),Prime,0,0.0,,,
D,36,2008,Whale (30k+),Super-Prime,0,0.0,,,
D,36,2009,Standard (<30k),Subprime,95,654900.0,15.174526315789473,0.18947368421052632,14.016947368421052
D,36,2009,Standard (<30k),Near-Prime,581,5915450.0,14.86605851979346,0.18072289156626506,13.382530120481928
D,36,2009,Standard (<30k),Prime,118,1721275.0,15.026271186440677,0.16101694915254236,11.384406779661017
D,36,2009,Standard (<30k),Super-Prime,23,408500.0,15.076086956521738,0.21739130434782608,7.525217391304347
D,36,2009,Whale (30k+),Subprime,0,0.0,,,
D,36,2009,Whale (30k+),Near-Prime,0,0.0,,,
D,36,2009,Whale (30k+),Prime,0,0.0,,,
D,36,2009,Whale (30k+),Super-Prime,0,0.0,,,
D,36,2010,Standard (<30k),Subprime,210,1302400.0,15.22090476190476,0.19047619047619047,14.259714285714285
D,36,2010,Standard (<30k),Near-Prime,933,10515750.0,15.200846730975348,0.18756698821007503,13.641832797427652
D,36,2010,Standard (<30k),Prime,108,1763150.0,15.091944444444445,0.16666666666666666,12.965185185185184
D,36,2010,Standard (<30k),Super-Prime,2,50000.0,15.48,0.0,15.03
D,36,2010,Whale (30k+),Subprime,0,0.0,,,
D,36,2010,Whale (30k+),Near-Prime,0,0.0,,,
D,36,2010,Whale (30k+),Prime,0,0.0,,,
D,36,2010,Whale (30k+),Super-Prime,0,0.0,,,
D,36,2011,Standard (<30k),Subprime,288,2071825.0,16.39878472222222,0.1909722222222222,14.40690972222222
D,36,2011,Standard (<30k),Near-Prime,854,8427075.0,16.14367681498829,0.18032786885245902,13.429695550351287
D,36,2011,Standard (<30k),Prime,59,877925.0,15.512033898305084,0.1864406779661017,14.691016949152543
D,36,2011,Standard (<30k),Super-Prime,1,20400.0,14.91,0.0,1.21
D,36,2011,Whale (30k+),Subprime,0,0.0,,,
D,36,2011,Whale (30k+),Near-Prime,33,1099750.0,17.052727272727275,0.12121212121212122,14.272121212121213
D,36,2011,Whale (30k+),Prime,26,843950.0,15.898846153846154,0.15384615384615385,14.896153846153847
D,36,2011,Whale (30k+),Super-Prime,0,0.0,,,
D,36,2012,Standard (<30k),Subprime,1330,12941950.0,18.376781954887218,0.23082706766917294,17.165413533834588
D,36,2012,Standard (<30k),Near-Prime,3224,41943325.0,18.16197270471464,0.2130893300248139,17.10109801488834
D,36,2012,Standard (<30k),Prime,90,1028000.0,18.09333333333333,0.17777777777777778,16.532888888888888
D,36,2012,Standard (<30k),Super-Prime,4,70750.0,17.645,0.25,17.802500000000002
D,36,2012,Whale (30k+),Subprime,5,160775.0,18.592,0.0,16.886000000000003
D,36,2012,Whale (30k+),Near-Prime,317,10451500.0,18.800473186119874,0.15457413249211358,16.07463722397476
D,36,2012,Whale (30k+),Prime,117,3839100.0,17.910512820512817,0.13675213675213677,16.080683760683762
D,36,2012,Whale (30k+),Super-Prime,1,30000.0,17.99,0.0,12.43
D,36,2013,Standard (<30k),Subprime,2164,20441150.0,18.70709796672828,0.20147874306839186,16.975619223659887
D,36,2013,Standard (<30k),Near-Prime,10419,100534025.0,18.659527785775985,0.2052020347442173,17.900425184758614
D,36,2013,Standard (<30k),Prime,1255,11198350.0,18.649274900398407,0.2,16.992788844621515
D,36,2013,Standard (<30k),Super-Prime,57,467375.0,18.692105263157895,0.21052631578947367,12.68561403508772
D,36,2013,Whale (30k+),Subprime,55,1807225.0,18.840545454545456,0.2545454545454545,17.451818181818183
D,36,2013,Whale (30k+),Near-Prime,439,14638400.0,18.614464692482915,0.19817767653758542,17.76503416856492
D,36,2013,Whale (30k+),Prime,110,3730475.0,18.585272727272727,0.17272727272727273,16.081727272727274
D,36,2013,Whale (30k+),Super-Prime,6,202875.0,18.636666666666667,0.16666666666666666,8.795
D,36,2014,Standard (<30k),Subprime,3661,34530300.0,17.07215514886643,0.23217700081944823,18.319298006009287
D,36,2014,Standard (<30k),Near-Prime,13818,140944425.0,17.026867853524386,0.22130554349399334,19.49653423071356
D,36,2014,Standard (<30k),Prime,1657,16871425.0,16.871098370549184,0.20579360289680146,19.64982498491249
D,36,2014,Standard (<30k),Super-Prime,85,961525.0,17.177764705882353,0.23529411764705882,12.432235294117648
D,36,2014,Whale (30k+),Subprime,128,4271725.0,17.1640625,0.2109375,15.192578125
D,36,2014,Whale (30k+),Near-Prime,933,31262725.0,17.170996784565915,0.2207931404072883,17.967427652733118
D,36,2014,Whale (30k+),Prime,216,7282600.0,16.910416666666666,0.18981481481481483,17.57847222222222
D,36,2014,Whale (30k+),Super-Prime,12,397825.0,16.455833333333334,0.4166666666666667,13.238333333333335
D,36,2015,Standard (<30k),Subprime,5396,53749300.0,16.649140103780578,0.279466271312083,20.088508154188286
D,36,2015,Standard (<30k),Near-Prime,21216,223517500.0,16.629204374057316,0.2625377073906486,21.23007306151308
D,36,2015,Standard (<30k),Prime,3323,37288725.0,16.590890761360217,0.2347276557327716,21.49014745711706
D,36,2015,Standard (<30k),Super-Prime,248,2772975.0,16.59717741935484,0.23387096774193547,17.15951612903226
D,36,2015,Whale (30k+),Subprime,239,7940925.0,16.860753138075314,0.301255230125523,17.67514644351464
D,36,2015,Whale (30k+),Near-Prime,1777,59425650.0,16.781389983117613,0.2639279684862127,18.762391671356216
D,36,2015,Whale (30k+),Prime,495,16602000.0,16.636161616161615,0.2404040404040404,17.82038383838384
D,36,2015,Whale (30k+),Super-Prime,46,1541850.0,16.77173913043478,0.17391304347826086,13.10804347826087
D,36,2016,Standard (<30k),Subprime,5262,54892975.0,18.09920182440137,0.2970353477765108,20.44944317749905
D,36,2016,Standard (<30k),Near-Prime,22702,252689425.0,18.089278477667165,0.2798431856224121,21.870301748821635
D,36,2016,Standard (<30k),Prime,4483,52614350.0,18.05275262101271,0.24269462413562345,22.362067811733212
D,36,2016,Standard (<30k),Super-Prime,427,4887275.0,18.19735362997658,0.234192037470726,17.64632318501171
D,36,2016,Whale (30k+),Subprime,370,12273600.0,18.19027027027027,0.35405405405405405,19.410783783783785
D,36,2016,Whale (30k+),Near-Prime,2598,87143175.0,18.18023479599692,0.27174749807544263,20.792844495765973
D,36,2016,Whale (30k+),Prime,766,26118425.0,18.022062663185377,0.26631853785900783,20.150992167101826
D,36,2016,Whale (30k+),Super-Prime,83,2814450.0,18.440361445783132,0.37349397590361444,14.092409638554217
D,36,2017,Standard (<30k),Subprime,3674,38682350.0,18.81508709853021,0.29531845400108875,19.92858349223645
D,36,2017,Standard (<30k),Near-Prime,17431,191843425.0,18.727279559405655,0.2914921691239745,21.087482625926135
D,36,2017,Standard (<30k),Prime,3837,43306475.0,18.505139431847798,0.2676570237164451,21.6870780067832
D,36,2017,Standard (<30k),Super-Prime,293,3324125.0,18.400853242320817,0.2627986348122867,18.30233676975945
D,36,2017,Whale (30k+),Subprime,270,8894325.0,18.886666666666667,0.35555555555555557,20.952296296296296
D,36,2017,Whale (30k+),Near-Prime,1783,59437125.0,18.709955131800335,0.33370723499719573,22.311773648648646
D,36,2017,Whale (30k+),Prime,548,18596350.0,18.551605839416055,0.30474452554744524,22.28510989010989
D,36,2017,Whale (30k+),Super-Prime,73,2578275.0,18.526164383561643,0.3835616438356164,16.353561643835615
D,36,2018,Standard (<30k),Subprime,2196,22120075.0,19.49707194899818,0.33469945355191255,19.09960748516659
