Grade,Term,Year,Size,FICO_Bucket,Loan_Count,Total_Volume,Avg_Int_Rate,Default_Rate,Avg_DTI
D,36,2018,Standard (<30k),Near-Prime,11353,115624700.0,19.426336651105437,0.32986875715669867,22.048935888378665
D,36,2018,Standard (<30k),Prime,2405,25984725.0,19.34202079002079,0.31933471933471935,25.318788132051818
D,36,2018,Standard (<30k),Super-Prime,134,1496850.0,19.002611940298507,0.3283582089552239,21.389848484848486
D,36,2018,Whale (30k+),Subprime,122,3778525.0,19.524918032786886,0.4262295081967213,19.157377049180326
D,36,2018,Whale (30k+),Near-Prime,1087,33967550.0,19.5342502299908,0.43238270469181234,23.352096029547553
D,36,2018,Whale (30k+),Prime,311,9833675.0,19.495112540192927,0.42443729903536975,27.56766990291262
D,36,2018,Whale (30k+),Super-Prime,28,889425.0,19.72714285714286,0.6071428571428571,17.557407407407407
D,36,2019,Standard (<30k),Subprime,910,9482625.0,21.683164835164835,0.31868131868131866,19.686703417861082
D,36,2019,Standard (<30k),Near-Prime,5495,57481125.0,21.502884440400365,0.26205641492265697,21.826635684344815
D,36,2019,Standard (<30k),Prime,1478,16339575.0,21.52466847090663,0.2550744248985115,24.99482009504413
D,36,2019,Standard (<30k),Super-Prime,93,929375.0,20.704086021505375,0.26881720430107525,24.6447311827957
D,36,2019,Whale (30k+),Subprime,44,1415900.0,21.175454545454546,0.29545454545454547,23.825681818181817
D,36,2019,Whale (30k+),Near-Prime,360,11891925.0,20.691055555555554,0.36666666666666664,27.259943181818183
D,36,2019,Whale (30k+),Prime,140,4572450.0,20.09742857142857,0.37142857142857144,29.485500000000002
D,36,2019,Whale (30k+),Super-Prime,4,140000.0,19.1475,0.25,20.81
D,36,2020,Standard (<30k),Subprime,38,303150.0,23.626052631578947,0.05263157894736842,23.741315789473685
D,36,2020,Standard (<30k),Near-Prime,340,3431550.0,22.843970588235294,0.020588235294117647,22.75198224852071
D,36,2020,Standard (<30k),Prime,99,1127200.0,21.86868686868687,0.0,24.797291666666666
D,36,2020,Standard (<30k),Super-Prime,6,42825.0,21.281666666666666,0.0,30.48
D,36,2020,Whale (30k+),Subprime,2,62000.0,20.55,0.5,16.055
D,36,2020,Whale (30k+),Near-Prime,12,393000.0,20.96,0.0,20.66
D,36,2020,Whale (30k+),Prime,4,134000.0,22.45,0.0,41.614999999999995
D,36,2020,Whale (30k+),Super-Prime,0,0.0,,,
D,60,2007,Standard (<30k),Subprime,0,0.0,,,
D,60,2007,Standard (<30k),Near-Prime,0,0.0,,,
D,60,2007,Standard (<30k),Prime,0,0.0,,,
D,60,2007,Standard (<30k),Super-Prime,0,0.0,,,
D,60,2007,Whale (30k+),Subprime,0,0.0,,,
D,60,2007,Whale (30k+),Near-Prime,0,0.0,,,
D,60,2007,Whale (30k+),Prime,0,0.0,,,
D,60,2007,Whale (30k+),Super-Prime,0,0.0,,,
D,60,2008,Standard (<30k),Subprime,0,0.0,,,
D,60,2008,Standard (<30k),Near-Prime,0,0.0,,,
D,60,2008,Standard (<30k),Prime,0,0.0,,,
D,60,2008,Standard (<30k),Super-Prime,0,0.0,,,
D,60,2008,Whale (30k+),Subprime,0,0.0,,,
D,60,2008,Whale (30k+),Near-Prime,0,0.0,,,
D,60,2008,Whale (30k+),Prime,0,0.0,,,
D,60,2008,Whale (30k+),Super-Prime,0,0.0,,,
D,60,2009,Standard (<30k),Subprime,0,0.0,,,
D,60,2009,Standard (<30k),Near-Prime,0,0.0,,,
D,60,2009,Standard (<30k),Prime,0,0.0,,,
D,60,2009,Standard (<30k),Super-Prime,0,0.0,,,
D,60,2009,Whale (30k+),Subprime,0,0.0,,,
D,60,2009,Whale (30k+),Near-Prime,0,0.0,,,
D,60,2009,Whale (30k+),Prime,0,0.0,,,
D,60,2009,Whale (30k+),Super-Prime,0,0.0,,,
D,60,2010,Standard (<30k),Subprime,3,12000.0,15.82,0.3333333333333333,17.816666666666666
D,60,2010,Standard (<30k),Near-Prime,482,4774525.0,15.48622406639004,0.25103734439834025,14.547883817427385
D,60,2010,Standard (<30k),Prime,144,2231175.0,15.392708333333335,0.25,13.282291666666667
D,60,2010,Standard (<30k),Super-Prime,3,59000.0,15.58,0.6666666666666666,3.1733333333333333
D,60,2010,Whale (30k+),Subprime,0,0.0,,,
D,60,2010,Whale (30k+),Near-Prime,0,0.0,,,
D,60,2010,Whale (30k+),Prime,0,0.0,,,
D,60,2010,Whale (30k+),Super-Prime,0,0.0,,,
D,60,2011,Standard (<30k),Subprime,1,4800.0,18.25,1.0,5.73
D,60,2011,Standard (<30k),Near-Prime,968,12124650.0,16.71832644628099,0.2737603305785124,15.174059917355372
D,60,2011,Standard (<30k),Prime,435,7916050.0,16.272114942528734,0.271264367816092,14.328643678160919
D,60,2011,Standard (<30k),Super-Prime,28,459825.0,15.679285714285713,0.10714285714285714,10.7925
D,60,2011,Whale (30k+),Subprime,0,0.0,,,
D,60,2011,Whale (30k+),Near-Prime,0,0.0,,,
D,60,2011,Whale (30k+),Prime,90,3028425.0,16.815777777777775,0.3,14.239333333333333
D,60,2011,Whale (30k+),Super-Prime,13,447000.0,16.03923076923077,0.23076923076923078,11.076923076923077
D,60,2012,Standard (<30k),Subprime,5,82550.0,18.55,0.4,16.119999999999997
D,60,2012,Standard (<30k),Near-Prime,1672,29776150.0,18.869300239234448,0.29485645933014354,18.745065789473685
D,60,2012,Standard (<30k),Prime,453,10024850.0,18.55364238410596,0.2582781456953642,18.138719646799117
D,60,2012,Standard (<30k),Super-Prime,3,64250.0,18.576666666666664,0.3333333333333333,22.406666666666666
D,60,2012,Whale (30k+),Subprime,1,34850.0,19.72,0.0,5.97
D,60,2012,Whale (30k+),Near-Prime,44,1445825.0,19.182727272727274,0.2727272727272727,17.24909090909091
D,60,2012,Whale (30k+),Prime,56,1933450.0,18.292321428571427,0.32142857142857145,15.82642857142857
D,60,2012,Whale (30k+),Super-Prime,1,35000.0,18.49,0.0,7.1
D,60,2013,Standard (<30k),Subprime,390,6677300.0,18.750871794871795,0.3384615384615385,17.790846153846154
D,60,2013,Standard (<30k),Near-Prime,3494,65033075.0,18.718923869490556,0.27761877504293075,19.378900973096737
D,60,2013,Standard (<30k),Prime,901,17575400.0,18.487991120976695,0.2597114317425083,20.32185349611543
D,60,2013,Standard (<30k),Super-Prime,39,726200.0,18.482820512820513,0.20512820512820512,13.83974358974359
D,60,2013,Whale (30k+),Subprime,31,996825.0,19.469677419354838,0.25806451612903225,17.80516129032258
D,60,2013,Whale (30k+),Near-Prime,742,24162750.0,19.089070080862534,0.25067385444743934,17.795579514824798
D,60,2013,Whale (30k+),Prime,437,14453000.0,18.744530892448513,0.2288329519450801,18.47949656750572
D,60,2013,Whale (30k+),Super-Prime,30,996800.0,18.366666666666667,0.13333333333333333,13.709
D,60,2014,Standard (<30k),Subprime,2087,34047200.0,17.26209391471011,0.3061811212266411,18.430368950646862
D,60,2014,Standard (<30k),Near-Prime,13260,232272350.0,17.198841628959276,0.2944947209653092,19.808846153846154
D,60,2014,Standard (<30k),Prime,3338,62949225.0,17.007585380467347,0.2702216896345117,21.36161773517076
D,60,2014,Standard (<30k),Super-Prime,178,3301200.0,16.987022471910112,0.2808988764044944,16.842808988764045
D,60,2014,Whale (30k+),Subprime,143,4677975.0,17.54972027972028,0.32867132867132864,16.426783216783218
D,60,2014,Whale (30k+),Near-Prime,2145,71063700.0,17.437566433566435,0.25034965034965034,18.312377622377625
D,60,2014,Whale (30k+),Prime,1259,42301825.0,17.14258141382049,0.21445591739475775,19.33794281175536
D,60,2014,Whale (30k+),Super-Prime,68,2296850.0,17.09294117647059,0.3235294117647059,14.055147058823529
D,60,2015,Standard (<30k),Subprime,2751,45972175.0,16.82031624863686,0.4173027989821883,20.81769538349691
D,60,2015,Standard (<30k),Near-Prime,15439,269972900.0,16.810234471144504,0.3819547898179934,22.30313491806464
D,60,2015,Standard (<30k),Prime,3932,73533150.0,16.75646998982706,0.3430824008138352,24.053357070193286
D,60,2015,Standard (<30k),Super-Prime,305,5605575.0,16.808590163934426,0.28852459016393445,20.538918032786885
D,60,2015,Whale (30k+),Subprime,233,7767150.0,16.95648068669528,0.351931330472103,19.96510729613734
D,60,2015,Whale (30k+),Near-Prime,2461,81973650.0,16.946468915075172,0.3108492482730597,20.857903291344982
D,60,2015,Whale (30k+),Prime,1063,35602025.0,16.881335841956727,0.2530573847601129,21.852455315145814
D,60,2015,Whale (30k+),Super-Prime,93,3115550.0,16.9994623655914,0.25806451612903225,19.216451612903228
D,60,2016,Standard (<30k),Subprime,1658,27980000.0,18.579867310012062,0.4559710494571773,19.3355548854041
D,60,2016,Standard (<30k),Near-Prime,9308,166328550.0,18.60972604211431,0.4121186076493339,20.600269776440243
D,60,2016,Standard (<30k),Prime,2744,50411350.0,18.543035714285715,0.3655247813411079,21.925570543200873
D,60,2016,Standard (<30k),Super-Prime,287,5302325.0,18.45369337979094,0.28222996515679444,20.62320557491289
D,60,2016,Whale (30k+),Subprime,204,6641325.0,18.646029411764705,0.39705882352941174,18.129901960784313
D,60,2016,Whale (30k+),Near-Prime,1692,55940225.0,18.563989361702127,0.38534278959810875,19.66936170212766
D,60,2016,Whale (30k+),Prime,730,24411100.0,18.489931506849313,0.3013698630136986,20.24367123287671
D,60,2016,Whale (30k+),Super-Prime,85,2909950.0,18.74341176470588,0.3411764705882353,17.585529411764707
D,60,2017,Standard (<30k),Subprime,1418,23835450.0,18.86724964739069,0.44499294781382226,20.416626591230553
D,60,2017,Standard (<30k),Near-Prime,7035,122208475.0,18.80375977256574,0.4227434257285004,20.622698932384342
D,60,2017,Standard (<30k),Prime,1931,34618450.0,18.82783531848783,0.3811496633868462,24.790883575883576
D,60,2017,Standard (<30k),Super-Prime,206,3642450.0,18.65854368932039,0.38349514563106796,21.73
D,60,2017,Whale (30k+),Subprime,211,6849650.0,18.821563981042654,0.5071090047393365,19.63677725118483
D,60,2017,Whale (30k+),Near-Prime,1475,49241150.0,18.81319322033898,0.4311864406779661,21.352989830508474
D,60,2017,Whale (30k+),Prime,578,19831000.0,18.79115916955017,0.39273356401384085,22.64232638888889
D,60,2017,Whale (30k+),Super-Prime,67,2308025.0,18.872388059701493,0.3880597014925373,18.637538461538462
D,60,2018,Standard (<30k),Subprime,986,16626625.0,19.798752535496956,0.45030425963488846,20.439350253807106
D,60,2018,Standard (<30k),Near-Prime,6874,119402025.0,19.679486470759386,0.4268257201047425,21.10348175182482
D,60,2018,Standard (<30k),Prime,2580,46008325.0,19.402782945736433,0.4135658914728682,23.857548866301798
D,60,2018,Standard (<30k),Super-Prime,232,4345950.0,19.21206896551724,0.44396551724137934,20.351652173913045
D,60,2018,Whale (30k+),Subprime,182,6019150.0,19.681923076923077,0.5439560439560439,17.73730769230769
D,60,2018,Whale (30k+),Near-Prime,1582,52497200.0,19.606466498103668,0.4696586599241466,22.00005714285714
D,60,2018,Whale (30k+),Prime,798,26900125.0,19.329711779448623,0.44611528822055135,23.772232030264817
D,60,2018,Whale (30k+),Super-Prime,86,3046500.0,18.925581395348836,0.4883720930232558,21.738837209302325
D,60,2019,Standard (<30k),Subprime,382,6518950.0,22.07429319371728,0.3324607329842932,19.732015706806283
D,60,2019,Standard (<30k),Near-Prime,2677,46250450.0,21.697082555098994,0.3186402689577886,21.094175412293854
D,60,2019,Standard (<30k),Prime,1188,21013125.0,21.30827441077441,0.2904040404040404,24.158416596104995
D,60,2019,Standard (<30k),Super-Prime,121,2202225.0,20.768760330578512,0.36363636363636365,21.836528925619834
D,60,2019,Whale (30k+),Subprime,49,1634550.0,21.58734693877551,0.3877551020408163,22.36285714285714
D,60,2019,Whale (30k+),Near-Prime,665,22160450.0,21.3006015037594,0.39398496240601505,23.977329286798177
D,60,2019,Whale (30k+),Prime,314,10688075.0,20.823025477707006,0.3089171974522293,26.248397435897434
D,60,2019,Whale (30k+),Super-Prime,38,1303675.0,19.943947368421053,0.42105263157894735,22.545263157894738
D,60,2020,Standard (<30k),Subprime,15,216625.0,22.315333333333335,0.0,13.871333333333332
D,60,2020,Standard (<30k),Near-Prime,133,2184025.0,23.457067669172933,0.0,21.873533834586464
D,60,2020,Standard (<30k),Prime,43,834075.0,22.576046511627908,0.06976744186046512,27.8253488372093
D,60,2020,Standard (<30k),Super-Prime,2,23000.0,19.585,0.0,27.919999999999998
D,60,2020,Whale (30k+),Subprime,1,35000.0,18.62,0.0,26.3
D,60,2020,Whale (30k+),Near-Prime,18,601950.0,23.853333333333335,0.0,21.038888888888888
D,60,2020,Whale (30k+),Prime,9,302700.0,21.378888888888888,0.0,33.35333333333333
D,60,2020,Whale (30k+),Super-Prime,1,30425.0,25.65,0.0,233.1
E,36,2007,Standard (<30k),Subprime,73,417875.0,14.113150684931506,0.2876712328767123,10.673835616438355
E,36,2007,Standard (<30k),Near-Prime,25,360950.0,14.1896,0.36,16.502
E,36,2007,Standard (<30k),Prime,2,35000.0,13.75,0.5,20.03
E,36,2007,Standard (<30k),Super-Prime,0,0.0,,,
E,36,2007,Whale (30k+),Subprime,0,0.0,,,
E,36,2007,Whale (30k+),Near-Prime,0,0.0,,,
E,36,2007,Whale (30k+),Prime,0,0.0,,,
E,36,2007,Whale (30k+),Super-Prime,0,0.0,,,
E,36,2008,Standard (<30k),Subprime,187,1356550.0,14.75235294117647,0.28342245989304815,14.956898395721925
E,36,2008,Standard (<30k),Near-Prime,87,1025800.0,14.915172413793103,0.21839080459770116,18.87103448275862
E,36,2008,Standard (<30k),Prime,11,179475.0,14.926363636363636,0.2727272727272727,22.416363636363634
E,36,2008,Standard (<30k),Super-Prime,0,0.0,,,
E,36,2008,Whale (30k+),Subprime,0,0.0,,,
E,36,2008,Whale (30k+),Near-Prime,0,0.0,,,
E,36,2008,Whale (30k+),Prime,0,0.0,,,
E,36,2008,Whale (30k+),Super-Prime,0,0.0,,,
E,36,2009,Standard (<30k),Subprime,60,581200.0,16.4095,0.16666666666666666,12.839166666666667
E,36,2009,Standard (<30k),Near-Prime,212,2569750.0,16.520235849056604,0.22641509433962265,13.356650943396227
E,36,2009,Standard (<30k),Prime,32,448225.0,16.5078125,0.25,9.230625
E,36,2009,Standard (<30k),Super-Prime,4,66000.0,16.3325,0.25,5.29
E,36,2009,Whale (30k+),Subprime,0,0.0,,,
E,36,2009,Whale (30k+),Near-Prime,0,0.0,,,
E,36,2009,Whale (30k+),Prime,0,0.0,,,
E,36,2009,Whale (30k+),Super-Prime,0,0.0,,,
E,36,2010,Standard (<30k),Subprime,78,719800.0,16.933846153846154,0.19230769230769232,12.425769230769232
E,36,2010,Standard (<30k),Near-Prime,242,2985000.0,16.824256198347108,0.1859504132231405,13.22004132231405
E,36,2010,Standard (<30k),Prime,14,284950.0,16.787857142857142,0.42857142857142855,10.370714285714286
E,36,2010,Standard (<30k),Super-Prime,2,30000.0,16.87,0.0,3.2800000000000002
E,36,2010,Whale (30k+),Subprime,0,0.0,,,
E,36,2010,Whale (30k+),Near-Prime,0,0.0,,,
E,36,2010,Whale (30k+),Prime,0,0.0,,,
E,36,2010,Whale (30k+),Super-Prime,0,0.0,,,
E,36,2011,Standard (<30k),Subprime,69,764175.0,18.30840579710145,0.2028985507246377,12.768115942028986
E,36,2011,Standard (<30k),Near-Prime,166,1721075.0,18.09277108433735,0.21686746987951808,13.43198795180723
E,36,2011,Standard (<30k),Prime,7,149800.0,17.57857142857143,0.2857142857142857,11.167142857142858
E,36,2011,Standard (<30k),Super-Prime,0,0.0,,,
E,36,2011,Whale (30k+),Subprime,2,68000.0,19.995,0.0,8.055
E,36,2011,Whale (30k+),Near-Prime,27,881400.0,18.457037037037036,0.14814814814814814,13.367777777777778
E,36,2011,Whale (30k+),Prime,1,35000.0,18.64,0.0,14.12
E,36,2011,Whale (30k+),Super-Prime,0,0.0,,,
E,36,2012,Standard (<30k),Subprime,218,3290900.0,20.804495412844037,0.20642201834862386,16.64761467889908
E,36,2012,Standard (<30k),Near-Prime,366,5905800.0,20.847841530054644,0.24316939890710382,17.882213114754098
E,36,2012,Standard (<30k),Prime,6,78725.0,20.896666666666665,0.16666666666666666,18.078333333333333
E,36,2012,Standard (<30k),Super-Prime,1,3000.0,21.49,0.0,27.0
E,36,2012,Whale (30k+),Subprime,20,648875.0,21.673499999999997,0.4,16.59
E,36,2012,Whale (30k+),Near-Prime,182,6039125.0,20.785384615384615,0.17032967032967034,16.254725274725274
E,36,2012,Whale (30k+),Prime,2,67000.0,21.240000000000002,0.0,23.43
E,36,2012,Whale (30k+),Super-Prime,0,0.0,,,
E,36,2013,Standard (<30k),Subprime,606,5057000.0,21.598597359735972,0.24092409240924093,16.800874587458747
E,36,2013,Standard (<30k),Near-Prime,2241,19659500.0,21.561218206157967,0.22936189201249443,17.788732708612226
E,36,2013,Standard (<30k),Prime,190,1505950.0,21.475157894736842,0.21052631578947367,15.578263157894737
E,36,2013,Standard (<30k),Super-Prime,15,91525.0,21.710666666666665,0.26666666666666666,11.478666666666667
E,36,2013,Whale (30k+),Subprime,21,686850.0,21.589523809523808,0.2857142857142857,18.512857142857143
E,36,2013,Whale (30k+),Near-Prime,133,4427675.0,21.73624060150376,0.2932330827067669,16.706541353383457
E,36,2013,Whale (30k+),Prime,24,801575.0,21.443749999999998,0.16666666666666666,15.981666666666667
E,36,2013,Whale (30k+),Super-Prime,1,35000.0,21.49,0.0,22.33
E,36,2014,Standard (<30k),Subprime,1323,12257750.0,20.38254724111867,0.2758881330309902,18.32742252456538
E,36,2014,Standard (<30k),Near-Prime,4846,45907100.0,20.328931077177053,0.2723895996698308,19.628819645068095
E,36,2014,Standard (<30k),Prime,474,4520900.0,20.226054852320676,0.24261603375527427,18.542257383966245
E,36,2014,Standard (<30k),Super-Prime,36,305250.0,20.051666666666666,0.1388888888888889,13.323888888888888
E,36,2014,Whale (30k+),Subprime,47,1590850.0,20.28595744680851,0.3191489361702128,18.002553191489362
E,36,2014,Whale (30k+),Near-Prime,293,9801750.0,20.069146757679178,0.2696245733788396,18.352150170648464
E,36,2014,Whale (30k+),Prime,42,1426575.0,19.793095238095237,0.21428571428571427,15.361904761904762
E,36,2014,Whale (30k+),Super-Prime,5,174625.0,19.782,0.4,6.748
E,36,2015,Standard (<30k),Subprime,1599,16887575.0,19.114621638524078,0.3464665415884928,21.010406504065042
E,36,2015,Standard (<30k),Near-Prime,6036,63634525.0,19.11799039098741,0.3272034459907223,21.84789264413519
E,36,2015,Standard (<30k),Prime,810,8662700.0,19.09779012345679,0.2851851851851852,20.864271604938274
E,36,2015,Standard (<30k),Super-Prime,59,562775.0,19.28830508474576,0.3389830508474576,16.811525423728813
E,36,2015,Whale (30k+),Subprime,132,4369925.0,19.144469696969697,0.3939393939393939,19.535075757575758
E,36,2015,Whale (30k+),Near-Prime,678,22790225.0,18.999439528023597,0.32890855457227136,19.196961651917405
E,36,2015,Whale (30k+),Prime,122,4114800.0,19.04016393442623,0.3524590163934426,17.280983606557378
E,36,2015,Whale (30k+),Super-Prime,14,469950.0,19.017857142857142,0.35714285714285715,12.013571428571428
E,36,2016,Standard (<30k),Subprime,1559,15596625.0,22.226529826812058,0.36561898652982683,22.68497113534317
E,36,2016,Standard (<30k),Near-Prime,6190,65879150.0,22.34797576736672,0.35331179321486267,23.50864297253635
E,36,2016,Standard (<30k),Prime,1023,11304800.0,22.263704789833824,0.3128054740957967,23.384916911045945
E,36,2016,Standard (<30k),Super-Prime,97,1129825.0,22.63927835051546,0.35051546391752575,18.526288659793813
E,36,2016,Whale (30k+),Subprime,116,3888700.0,22.451293103448275,0.3879310344827586,20.59793103448276
E,36,2016,Whale (30k+),Near-Prime,747,25037675.0,22.46659973226238,0.37751004016064255,22.72958500669344
E,36,2016,Whale (30k+),Prime,179,6060750.0,22.611843575418995,0.3743016759776536,21.592178770949722
E,36,2016,Whale (30k+),Super-Prime,15,513700.0,22.230666666666664,0.5333333333333333,16.734666666666666
E,36,2017,Standard (<30k),Subprime,1167,12200750.0,24.45833761782348,0.363324764353042,20.705313304721027
E,36,2017,Standard (<30k),Near-Prime,5111,55373575.0,24.410451966347093,0.3422030913715516,21.28745205479452
E,36,2017,Standard (<30k),Prime,965,10899075.0,24.351564766839378,0.3295336787564767,21.841465696465697
E,36,2017,Standard (<30k),Super-Prime,60,635325.0,24.174500000000002,0.3333333333333333,14.9765
E,36,2017,Whale (30k+),Subprime,104,3461675.0,24.348942307692308,0.47115384615384615,24.39692307692308
E,36,2017,Whale (30k+),Near-Prime,615,20651300.0,24.51359349593496,0.4276422764227642,24.091512195121954
E,36,2017,Whale (30k+),Prime,161,5539650.0,24.281242236024845,0.40993788819875776,21.628447204968943
E,36,2017,Whale (30k+),Super-Prime,12,417500.0,24.363333333333333,0.6666666666666666,15.534166666666666
E,36,2018,Standard (<30k),Subprime,605,5471900.0,24.423735537190083,0.36198347107438017,20.06112956810631
E,36,2018,Standard (<30k),Near-Prime,2864,27440950.0,24.595614525139663,0.3777932960893855,23.148858942947147
E,36,2018,Standard (<30k),Prime,910,8852200.0,25.02608791208791,0.3978021978021978,24.755099557522126
E,36,2018,Standard (<30k),Super-Prime,56,324475.0,25.075178571428573,0.39285714285714285,17.091964285714287
E,36,2018,Whale (30k+),Subprime,25,812500.0,24.266399999999997,0.44,30.96695652173913
E,36,2018,Whale (30k+),Near-Prime,150,5096075.0,24.609399999999997,0.43333333333333335,30.13469798657718
E,36,2018,Whale (30k+),Prime,48,1597300.0,25.119375,0.4166666666666667,30.114782608695652
E,36,2018,Whale (30k+),Super-Prime,3,100925.0,25.00333333333333,0.6666666666666666,59.82000000000001
E,36,2019,Standard (<30k),Subprime,75,704700.0,24.720266666666667,0.3466666666666667,25.332
E,36,2019,Standard (<30k),Near-Prime,510,5220050.0,24.71641176470588,0.32745098039215687,20.81466535433071
E,36,2019,Standard (<30k),Prime,186,2058725.0,24.849569892473117,0.44086021505376344,25.58108695652174
E,36,2019,Standard (<30k),Super-Prime,11,56475.0,24.721818181818183,0.5454545454545454,13.547272727272729
E,36,2019,Whale (30k+),Subprime,1,32000.0,26.31,0.0,19.43
E,36,2019,Whale (30k+),Near-Prime,23,844575.0,24.68782608695652,0.43478260869565216,81.7891304347826
E,36,2019,Whale (30k+),Prime,5,171650.0,23.788,0.4,22.206
E,36,2019,Whale (30k+),Super-Prime,0,0.0,,,
E,36,2020,Standard (<30k),Subprime,0,0.0,,,
E,36,2020,Standard (<30k),Near-Prime,0,0.0,,,
E,36,2020,Standard (<30k),Prime,0,0.0,,,
E,36,2020,Standard (<30k),Super-Prime,0,0.0,,,
E,36,2020,Whale (30k+),Subprime,0,0.0,,,
E,36,2020,Whale (30k+),Near-Prime,0,0.0,,,
E,36,2020,Whale (30k+),Prime,0,0.0,,,
E,36,2020,Whale (30k+),Super-Prime,0,0.0,,,
E,60,2007,Standard (<30k),Subprime,0,0.0,,,
E,60,2007,Standard (<30k),Near-Prime,0,0.0,,,
E,60,2007,Standard (<30k),Prime,0,0.0,,,
E,60,2007,Standard (<30k),Super-Prime,0,0.0,,,
E,60,2007,Whale (30k+),Subprime,0,0.0,,,
E,60,2007,Whale (30k+),Near-Prime,0,0.0,,,
E,60,2007,Whale (30k+),Prime,0,0.0,,,
E,60,2007,Whale (30k+),Super-Prime,0,0.0,,,
E,60,2008,Standard (<30k),Subprime,0,0.0,,,
E,60,2008,Standard (<30k),Near-Prime,0,0.0,,,
E,60,2008,Standard (<30k),Prime,0,0.0,,,
E,60,2008,Standard (<30k),Super-Prime,0,0.0,,,
E,60,2008,Whale (30k+),Subprime,0,0.0,,,
E,60,2008,Whale (30k+),Near-Prime,0,0.0,,,
E,60,2008,Whale (30k+),Prime,0,0.0,,,
E,60,2008,Whale (30k+),Super-Prime,0,0.0,,,
E,60,2009,Standard (<30k),Subprime,0,0.0,,,
E,60,2009,Standard (<30k),Near-Prime,0,0.0,,,
E,60,2009,Standard (<30k),Prime,0,0.0,,,
E,60,2009,Standard (<30k),Super-Prime,0,0.0,,,
E,60,2009,Whale (30k+),Subprime,0,0.0,,,
E,60,2009,Whale (30k+),Near-Prime,0,0.0,,,
E,60,2009,Whale (30k+),Prime,0,0.0,,,
E,60,2009,Whale (30k+),Super-Prime,0,0.0,,,
E,60,2010,Standard (<30k),Subprime,61,403550.0,17.16409836065574,0.22950819672131148,14.755737704918033
E,60,2010,Standard (<30k),Near-Prime,505,6335000.0,16.945089108910892,0.2851485148514851,13.90710891089109
E,60,2010,Standard (<30k),Prime,59,1018375.0,16.700677966101697,0.2542372881355932,14.41593220338983
E,60,2010,Standard (<30k),Super-Prime,1,15250.0,17.56,0.0,16.92
E,60,2010,Whale (30k+),Subprime,0,0.0,,,
E,60,2010,Whale (30k+),Near-Prime,0,0.0,,,
E,60,2010,Whale (30k+),Prime,0,0.0,,,
E,60,2010,Whale (30k+),Super-Prime,0,0.0,,,
E,60,2011,Standard (<30k),Subprime,83,802775.0,18.589277108433738,0.26506024096385544,14.641927710843373
E,60,2011,Standard (<30k),Near-Prime,949,14356850.0,18.42991570073762,0.291886195995785,15.06249736564805
E,60,2011,Standard (<30k),Prime,147,2880075.0,17.980884353741498,0.2653061224489796,13.131700680272107
E,60,2011,Standard (<30k),Super-Prime,7,142700.0,17.594285714285714,0.42857142857142855,6.815714285714286
E,60,2011,Whale (30k+),Subprime,0,0.0,,,
E,60,2011,Whale (30k+),Near-Prime,109,3589600.0,19.457522935779817,0.23853211009174313,15.651192660550459
E,60,2011,Whale (30k+),Prime,167,5504775.0,18.215868263473055,0.281437125748503,13.95437125748503
E,60,2011,Whale (30k+),Super-Prime,5,175000.0,17.236,0.2,12.318000000000001
E,60,2012,Standard (<30k),Subprime,164,2310150.0,21.680365853658536,0.31097560975609756,18.09182926829268
E,60,2012,Standard (<30k),Near-Prime,1596,31936450.0,21.043677944862154,0.3558897243107769,18.500883458646616
E,60,2012,Standard (<30k),Prime,72,1582050.0,20.609444444444442,0.2638888888888889,16.41027777777778
E,60,2012,Standard (<30k),Super-Prime,4,87700.0,20.4975,0.0,24.425
E,60,2012,Whale (30k+),Subprime,4,125000.0,21.490000000000002,0.25,19.1675
E,60,2012,Whale (30k+),Near-Prime,331,10961675.0,21.68716012084592,0.311178247734139,17.83105740181269
E,60,2012,Whale (30k+),Prime,218,7209625.0,20.682981651376146,0.28440366972477066,17.13045871559633
E,60,2012,Whale (30k+),Super-Prime,1,30000.0,21.48,0.0,7.93
E,60,2013,Standard (<30k),Subprime,499,8839075.0,21.967134268537073,0.35070140280561124,18.08607214428858
E,60,2013,Standard (<30k),Near-Prime,3367,62105300.0,21.826094446094444,0.326997326997327,19.630484110484108
E,60,2013,Standard (<30k),Prime,497,9333675.0,21.827545271629777,0.2857142857142857,19.97923541247485
E,60,2013,Standard (<30k),Super-Prime,24,403025.0,21.440416666666664,0.16666666666666666,14.887916666666667
E,60,2013,Whale (30k+),Subprime,106,3534225.0,22.009905660377356,0.3113207547169811,17.553962264150943
E,60,2013,Whale (30k+),Near-Prime,1040,34813525.0,21.674442307692306,0.28173076923076923,17.97521153846154
E,60,2013,Whale (30k+),Prime,280,9530875.0,21.75775,0.26785714285714285,19.662035714285715
E,60,2013,Whale (30k+),Super-Prime,15,505100.0,21.647333333333332,0.4,8.320666666666666
E,60,2014,Standard (<30k),Subprime,1548,26439750.0,20.472015503875966,0.39147286821705424,19.397932816537466
E,60,2014,Standard (<30k),Near-Prime,8015,144641450.0,20.375397379912663,0.36643792888334376,20.881005614472866
E,60,2014,Standard (<30k),Prime,1235,23671925.0,20.226072874493926,0.35303643724696354,21.634008097165992
E,60,2014,Standard (<30k),Super-Prime,50,954750.0,20.4362,0.36,13.782
E,60,2014,Whale (30k+),Subprime,162,5419700.0,20.610432098765433,0.35802469135802467,18.828827160493827
